,configuration,release,recall,precision,fpr,f_measure,g_measure,balance,accuracy,error,error_type1,error_type2,mcc,consistency,auc,auc_alberg,auc_roi,necm10,necm25,cost,nofb20,nofc80,bias_train,bias_train_processed,bias_test,ratio_bias,ratio_bias_processed,prop1_defect,prop1_clean,num_train,num_train_processed,num_test,diff,potential
183,5_Watanabe08,commons-configuration-1.10,0.2857142857142857,0.2,0.07920792079207921,0.23529411764705882,0.4361078546307151,0.49182779673182764,0.8796296296296297,0.1203703703703703,1.1428571428571428,0.04950495049504951,0.1754002108259796,0.2362093352192362,0.8132956152758133,0.0042856027225297,0.5599200522108014,0.5370370370370371,1.2314814814814814,6418.0,2.0,32.0,0.0598311817279046,0.0598311817279046,0.0648148148148148,1.0832949131704328,1.0832949131704328,90.57142857142856,16.11881188118812,28196,28196,108,-31.0,none
184,3_Peters15,kylin-1.0,0.3478260869565217,0.0451977401129943,0.34845360824742266,0.0799999999999999,0.4535342662360961,0.4771468992369412,0.6377952755905512,0.3622047244094488,7.3478260869565215,0.030927835051546393,-0.0002738183963519,0.31689825190497534,0.4483191393993724,0.0006839678739868,0.5504081353395213,0.6279527559055118,1.0708661417322836,17565.0,6.0,435.0,0.0223577235772357,0.0227272727272727,0.0452755905511811,2.025053686471016,1.9921259842519707,20.47826086956522,14.125773195876288,492,440,508,203.73214285714266,medium
185,5_Watanabe08,commons-configuration-1.3,0.5833333333333334,0.3043478260869565,0.5333333333333333,0.39999999999999997,0.5185185185185186,0.5214315328212924,0.5,0.5,1.3333333333333333,0.16666666666666666,0.0453816765612038,0.4166666666666667,0.5152777777777777,0.0037840136054421,0.5511249653830826,1.5714285714285714,3.357142857142857,4386.0,5.0,77.0,0.0336391437308868,0.0336391437308868,0.2857142857142857,8.493506493506507,8.493506493506507,27.375,21.3,327,327,84,-200.62037037037038,none
186,5_Watanabe08,commons-configuration-1.4,0.5,0.6153846153846154,0.06666666666666667,0.5517241379310345,0.6511627906976745,0.6433177573494551,0.8571428571428571,0.1428571428571428,0.3125,0.10666666666666667,0.4714045207910317,0.3933333333333333,0.87875,0.0682983134082035,0.6410329985652797,0.934065934065934,2.2527472527472527,6752.0,1.0,19.0,0.0313852813852813,0.0313852813852813,0.1758241758241758,5.602122015915134,5.602122015915134,44.6875,17.04,924,924,91,458.77619047619044,medium
187,5_Watanabe08,commons-configuration-1.5,0.375,0.6,0.05263157894736842,0.4615384615384615,0.5373134328358209,0.5564940343679169,0.8478260869565217,0.1521739130434782,0.25,0.13157894736842105,0.3925657022104576,0.24342105263157895,0.8643092105263158,0.0539576285941697,0.6270052924032133,1.1304347826086956,2.760869565217391,5905.0,6.0,21.0,0.0357967667436489,0.0357967667436489,0.1739130434782608,4.8583450210378745,4.8583450210378745,45.125,9.776315789473683,1732,1732,92,115.60416666666669,medium
188,5_Watanabe08,commons-configuration-1.6,0.4,0.4444444444444444,0.05813953488372093,0.4210526315789474,0.561525129982669,0.5737487797574679,0.8854166666666666,0.1145833333333333,0.5,0.06976744186046512,0.3582755932170112,0.3302325581395349,0.8825581395348837,0.0181706233850129,0.6448114675265896,0.6770833333333334,1.6145833333333333,5694.0,2.0,18.0,0.0374787052810902,0.0374787052810902,0.1041666666666666,2.7793560606060654,2.7793560606060654,72.8,8.69767441860465,4109,4109,96,684.3214285714286,medium
189,5_Watanabe08,commons-configuration-1.7,0.4545454545454545,0.2941176470588235,0.11650485436893204,0.3571428571428571,0.6002638522427439,0.6056055006414574,0.8421052631578947,0.1578947368421052,1.0909090909090908,0.05825242718446602,0.2802034583803363,0.39629302736098854,0.8261253309796999,0.0101069186336647,0.5139287304020971,0.631578947368421,1.4210526315789471,9979.0,2.0,31.0,0.0523702978604391,0.0523702978604391,0.0964912280701754,1.8424800318553387,1.8424800318553387,69.63636363636364,15.24271844660194,14302,14302,114,215.4821428571429,medium
190,3_Peters15,kylin-1.1,0.7647058823529411,0.1171171171171171,0.2,0.20312499999999997,0.7819548872180452,0.7816386918438755,0.7988165680473372,0.2011834319526627,5.764705882352941,0.00816326530612245,0.2458304804911455,0.7565426170468187,0.8736494597839136,0.0024435184014901,0.7226730427923495,0.272189349112426,0.3905325443786982,24594.0,9.0,153.0,0.0216535433070866,0.022680412371134,0.0335305719921104,1.5485027792720087,1.4783934014703237,27.705882352941178,13.326530612244898,508,485,507,4637.153846153847,large
191,5_Watanabe08,commons-configuration-1.8,0.4545454545454545,0.3333333333333333,0.10309278350515463,0.3846153846153846,0.6033287101248266,0.6074768903823207,0.8518518518518519,0.1481481481481481,0.9090909090909091,0.061855670103092786,0.3073703376599617,0.39268978444236174,0.8477038425492034,0.0148179806207679,0.5245748599687138,0.6481481481481481,1.4814814814814814,9139.0,3.0,38.0,0.0582271468144044,0.0582271468144044,0.1018518518518518,1.7492159142967898,1.7492159142967898,71.0909090909091,8.412371134020619,18050,18050,108,-71.81944444444434,none
192,5_Watanabe08,commons-configuration-1.9,0.4545454545454545,0.3333333333333333,0.10309278350515463,0.3846153846153846,0.6033287101248266,0.6074768903823207,0.8518518518518519,0.1481481481481481,0.9090909090909091,0.061855670103092786,0.3073703376599617,0.39268978444236174,0.8486410496719775,0.0148179806207679,0.5169260241674033,0.6481481481481481,1.4814814814814814,9177.0,3.0,38.0,0.0616066481994459,0.0616066481994459,0.1018518518518518,1.653260724753532,1.653260724753532,71.0909090909091,8.402061855670103,18050,18050,108,-236.22222222222217,none
193,3_Peters15,kylin-1.2,0.7647058823529411,0.1150442477876106,0.2,0.19999999999999998,0.7819548872180452,0.7816386918438755,0.7988394584139265,0.2011605415860735,5.882352941176471,0.008,0.2436698916700705,0.7567058823529412,0.8751176470588236,0.0040017179026094,0.7330483914886998,0.2707930367504835,0.3868471953578336,25126.0,9.0,155.0,0.0216535433070866,0.0228215767634854,0.0328820116054158,1.5185510814137486,1.440829963073679,26.88235294117647,13.062,508,482,517,4639.2307692307695,large
194,3_Peters15,kylin-1.3,0.7272727272727273,0.0952380952380952,0.14559386973180077,0.1684210526315789,0.7857300154151069,0.781393343888233,0.851782363977486,0.148217636022514,6.909090909090909,0.005747126436781609,0.2269614300383851,0.7215256008359456,0.8539707419017764,0.0024161094163319,0.7731163315528629,0.198874296435272,0.2833020637898686,17910.0,9.0,158.0,0.0135396518375241,0.0145530145530145,0.0206378986866791,1.5242562315733081,1.4181184668989548,40.36363636363637,15.530651340996169,517,481,533,9879.25,large
195,5_Watanabe08,commons-configuration-2.0,0.4444444444444444,0.1666666666666666,0.09009009009009009,0.24242424242424235,0.5971914264597191,0.6020312828619048,0.8917748917748918,0.1082251082251082,2.2222222222222223,0.02252252252252252,0.2247215502292922,0.4219219219219219,0.8088088088088088,0.0002110391720781,0.5964010362437406,0.303030303030303,0.6277056277056277,12430.0,3.0,49.0,0.0517995431500362,0.0517995431500362,0.0389610389610389,0.7521502428735546,0.7521502428735546,79.11111111111111,11.315315315315315,71796,71796,231,1116.6857142857143,large
196,3_Peters15,kylin-1.5.0,0.35,0.21,0.1154970760233918,0.2625,0.5015395547134059,0.5331812050859814,0.8413978494623656,0.1586021505376344,1.3166666666666667,0.05701754385964912,0.1872013621890834,0.2929824561403509,0.6466130604288499,0.0072665585515413,0.610276517601673,0.6303763440860215,1.4166666666666667,19012.0,19.0,509.0,0.0135396518375241,0.0138568129330254,0.0806451612903225,5.95622119815671,5.8198924731182755,8.2,19.296783625730995,517,433,744,825.295238095238,medium
197,5_Watanabe08,commons-configuration-2.1,0.5714285714285714,0.1739130434782608,0.084070796460177,0.2666666666666666,0.703782405439864,0.6911785562779006,0.9055793991416309,0.0944206008583691,2.7142857142857144,0.01327433628318584,0.2789186619418409,0.5581542351453855,0.786346396965866,0.0,0.6309314522085986,0.2103004291845493,0.4034334763948498,12152.0,3.0,57.0,0.0518101526219189,0.0518101526219189,0.0300429184549356,0.5798654691132021,0.5798654691132021,101.71428571428572,11.146017699115044,81181,81181,233,3238.666666666667,large
198,3_Peters15,kylin-1.6.0,0.6666666666666666,0.1078838174273859,0.28514588859416445,0.18571428571428572,0.68992,0.6898232045322645,0.712484237074401,0.287515762925599,5.512820512820513,0.017241379310344827,0.1793734294102353,0.6494252873563219,0.7491328300346868,0.003410372276019,0.4933381378625996,0.4350567465321563,0.6809583858764187,58146.0,8.0,361.0,0.0618279569892473,0.0680272108843537,0.0491803278688524,0.7954383464005694,0.7229508196721307,12.487179487179487,14.710875331564988,744,588,793,2.6130434782608063,negligible
199,3_Peters15,kylin-2.0.0,0.6578947368421053,0.0833333333333333,0.33495736906211937,0.1479289940828402,0.6614493736825527,0.6614498189563701,0.6647264260768335,0.3352735739231665,7.2368421052631575,0.015834348355663823,0.1392884631664741,0.6420603884864414,0.738749278799923,0.0026893980660051,0.5768992284003641,0.4714784633294528,0.6984866123399301,54684.0,7.0,356.0,0.0277427490542244,0.027027027027027,0.0442374854481955,1.5945602709281415,1.6367869615832351,17.86842105263158,16.330085261875762,793,703,859,466.75,medium
200,5_Watanabe08,commons-configuration-2.2,0.4285714285714285,0.1304347826086956,0.08583690987124463,0.19999999999999993,0.5835616438356165,0.5914057101835966,0.9,0.1,2.857142857142857,0.017167381974248927,0.1959255354937326,0.41140404659717966,0.768853464132434,0.0,0.5292592745600261,0.25,0.5,11628.0,1.0,82.0,0.0550292521973807,0.0550292521973807,0.0291666666666666,0.5300211342514825,0.5300211342514825,110.28571428571428,10.811158798283262,108197,108197,240,-468.66666666666697,none
201,5_Watanabe08,commons-dbcp-1.3,0.2727272727272727,0.6,0.047619047619047616,0.37499999999999994,0.4240282685512367,0.48463935271944947,0.8113207547169812,0.1886792452830188,0.18181818181818182,0.19047619047619047,0.3123249870677937,0.08225108225108226,0.724025974025974,0.0200214523817229,0.4920491507047344,1.5471698113207548,3.811320754716981,2358.0,1.0,25.0,0.0512429464694219,0.0512429464694219,0.2075471698113207,4.050258310871524,4.050258310871524,81.63636363636364,10.166666666666666,6557,6557,53,-94.25,none
202,5_Watanabe08,commons-dbcp-1.4,0.2727272727272727,0.6,0.047619047619047616,0.37499999999999994,0.4240282685512367,0.48463935271944947,0.8113207547169812,0.1886792452830188,0.18181818181818182,0.19047619047619047,0.3123249870677937,0.08225108225108226,0.7391774891774892,0.0323958704165183,0.5027863012732339,1.5471698113207548,3.811320754716981,3151.0,3.0,25.0,0.0512429464694219,0.0512429464694219,0.2075471698113207,4.050258310871524,4.050258310871524,88.45454545454545,11.88095238095238,6557,6557,53,-262.75,none
203,3_Peters15,kylin-2.1.0,0.6363636363636364,0.1535087719298245,0.21832579185520362,0.24734982332155472,0.7015737181811589,0.700085381860204,0.7731629392971247,0.2268370607028754,3.5090909090909093,0.02262443438914027,0.2289395649214455,0.613739201974496,0.7437782805429864,0.0008925814579823,0.5010136598039596,0.4185303514376997,0.7380191693290735,59101.0,8.0,414.0,0.0174621653084982,0.0173482032218091,0.0585729499467518,3.3542776002839965,3.37631218621635,14.563636363636364,15.760180995475114,859,807,939,1431.833333333333,large
204,5_Watanabe08,commons-dbcp-2.0,0.125,0.1428571428571428,0.13333333333333333,0.1333333333333333,0.2184873949579832,0.374139481282859,0.7547169811320755,0.2452830188679245,0.75,0.15555555555555556,-0.008811342210628,-0.030555555555555555,0.5458333333333333,0.0017443930224279,0.3089639970609845,1.4339622641509433,3.4150943396226414,4919.0,1.0,40.0,0.0635913474068282,0.0635913474068282,0.1509433962264151,2.373646767708013,2.373646767708013,116.625,25.73333333333333,34533,34533,53,-4172.875,none
205,5_Watanabe08,commons-dbcp-2.1,0.0,0.0,0.0851063829787234,0.0,0.0,0.2903370178656206,0.7962962962962963,0.2037037037037037,0.5714285714285714,0.14893617021276595,-0.109155364581963,-0.14893617021276595,0.5379939209726444,0.0003074953823574,0.2784171861086375,1.3703703703703705,3.314814814814815,3785.0,0.0,32.0,0.0589623166470051,0.0589623166470051,0.1296296296296296,2.1985165611062185,2.1985165611062185,113.57142857142856,24.638297872340427,44927,44927,54,-inf,none
206,3_Peters15,kylin-2.2.0,0.6382978723404256,0.1063829787234042,0.26277372262773724,0.18237082066869292,0.6842045839449025,0.6838683356122784,0.7326043737574552,0.2673956262425447,5.361702127659575,0.017726798748696558,0.1764421197658551,0.620571073591729,0.7099926785436957,0.0019603625453983,0.5062439690316781,0.4194831013916501,0.672962226640159,61517.0,8.0,503.0,0.0255591054313099,0.0227531285551763,0.0467196819085487,1.8279075546719683,2.0533300198807187,19.48936170212766,15.521376433785193,939,879,1006,931.483974358975,medium
207,5_Watanabe08,commons-dbcp-2.2.0,0.0,0.0,0.09615384615384616,0.0,0.0,0.2896319397206202,0.8703703703703703,0.1296296296296296,2.5,0.038461538461538464,-0.0626470013790735,-0.038461538461538464,0.3076923076923077,0.0,0.1155770225978954,0.4629629629629629,1.0185185185185186,3549.0,0.0,54.0,0.0550557283113797,0.0550557283113797,0.037037037037037,0.6727190461919956,0.6727190461919956,82.0,22.26923076923077,114484,114484,54,-inf,none
208,3_Peters15,lens-2.7.0,0.5,0.02,0.1568,0.038461538461538464,0.6277546158427635,0.6294691375877038,0.8410174880763116,0.1589825119236884,24.5,0.0032,0.0746086956521739,0.4968,0.6888,0.0,0.523145228215767,0.1875993640699523,0.2352941176470588,36646.0,1.0,617.0,0.0171232876712328,0.0180831826401446,0.0063593004769475,0.37138314785373566,0.351669316375198,180.0,15.0848,584,553,629,-24844.0,none
209,5_Watanabe08,commons-dbcp-2.3.0,0.0,0.0,0.09433962264150944,0.0,0.0,0.2897535764257091,0.8727272727272727,0.1272727272727272,2.5,0.03773584905660377,-0.0614295116833951,-0.03773584905660377,0.4433962264150943,0.0,0.1555574643532039,0.4545454545454545,1.0,3527.0,0.0,40.0,0.0562537499797298,0.0562537499797298,0.0363636363636363,0.6464215519274606,0.6464215519274606,82.0,21.849056603773583,123334,123334,55,-inf,none
210,3_Peters15,mahout-0.11.0,0.25,0.0113636363636363,0.10545454545454545,0.021739130434782494,0.39078633836378085,0.46445324146391065,0.8914354644149578,0.1085645355850422,21.75,0.0036363636363636364,0.0325170372890317,0.24636363636363637,0.5293939393939394,0.0,0.471943750081796,0.1411338962605549,0.195416164053076,13949.0,1.0,823.0,0.0072904009720534,0.0073982737361282,0.0048250904704463,0.6618415761962231,0.6521913952553281,119.75,8.064242424242424,823,811,829,6871.0,large
211,3_Peters15,mahout-0.12.0,1.0,0.0062111801242236,0.19777503090234858,0.012345679012345677,0.8902606310013718,0.8601519344995704,0.8024691358024691,0.1975308641975308,160.0,0.0,0.07058869444334,1.0,0.8257107540173053,0.0,0.5922020071915408,0.1975308641975308,0.1975308641975308,32559.0,0.0,142.0,0.0109356014580801,0.0114068441064638,0.0012345679012345,0.11289437585733358,0.10823045267489191,76.0,8.223733003708281,823,789,810,inf,extra_large
212,5_Watanabe08,commons-dbcp-2.4.0,0.0,0.0,0.10909090909090909,0.0,0.0,0.28869808574477995,0.875,0.125,6.0,0.01818181818181818,-0.0467099366496913,-0.01818181818181818,0.6363636363636364,0.0,0.1877471830460413,0.2857142857142857,0.5535714285714286,5843.0,0.0,21.0,0.0567594385672903,0.0567594385672903,0.0178571428571428,0.3146109846730167,0.3146109846730167,170.0,31.25454545454545,124966,124966,56,-inf,none
213,3_Peters15,mahout-0.13.0,1.0,0.0,0.1977886977886978,0.0,0.8902522154055896,0.8601422705515551,0.8022113022113022,0.1977886977886978,inf,0.0,0.0,,,,,0.1977886977886978,0.1977886977886978,32560.0,0.0,,0.0109356014580801,0.0114068441064638,0.0,0.0,0.0,,8.176904176904177,823,789,814,,none
214,3_Peters15,mahout-0.2,0.04,0.0140845070422535,0.175,0.020833333333333308,0.07630057803468208,0.309990942088439,0.7788235294117647,0.2211764705882353,2.8,0.06,-0.0851535901895929,-0.02,0.27325,0.0,0.368449791937336,0.7294117647058823,1.576470588235294,5475.0,1.0,411.0,0.0946969696969697,0.0792079207920792,0.0588235294117647,0.6211764705882352,0.7426470588235294,23.28,4.42,264,202,425,-3111.6363636363635,none
215,3_Peters15,mahout-0.3,0.3793103448275862,0.1145833333333333,0.12686567164179105,0.17599999999999996,0.5288678857612492,0.5520320621522269,0.8526466380543634,0.1473533619456366,2.9310344827586206,0.026865671641791045,0.1462541973747393,0.35244467318579514,0.6795162120432321,0.0043614874365907,0.5063407544221621,0.3791130185979971,0.765379113018598,25014.0,6.0,279.0,0.0352941176470588,0.03954802259887,0.0414878397711015,1.1754887935145433,1.0490496627835681,17.862068965517242,8.7,425,354,699,-1149.0756302521013,none
216,3_Peters15,mahout-0.4,0.3561643835616438,0.1604938271604938,0.19653179190751446,0.2212765957446808,0.493547285763059,0.5240015513549774,0.7607843137254902,0.2392156862745098,1.8630136986301369,0.06791907514450866,0.1147941822033878,0.28824530841713514,0.551072927389342,0.0023477421160067,0.4747503659788154,0.792156862745098,1.7137254901960783,24229.0,16.0,709.0,0.0228898426323319,0.0216962524654832,0.0954248366013071,4.168872549019604,4.398217468805707,9.616438356164384,5.929190751445087,699,507,765,-360.13960113960115,none
217,3_Peters15,mahout-0.5,0.4339622641509434,0.0958333333333333,0.2993103448275862,0.15699658703071667,0.5359755957705452,0.5472388041550298,0.6825192802056556,0.3174807197943444,4.09433962264151,0.041379310344827586,0.0734552307923317,0.3925829538061158,0.6634873129472999,0.0068448704509581,0.4821568803458548,0.6645244215938303,1.24293059125964,38578.0,15.0,453.0,0.0718954248366013,0.0696202531645569,0.0681233933161953,0.9475344706707165,0.978499649450806,11.49056603773585,6.2524137931034485,765,632,778,-1065.0723684210527,none
218,3_Peters15,mahout-0.6,0.5961538461538461,0.1275720164609053,0.2514827995255042,0.21016949152542366,0.6637034523708542,0.6635959910810245,0.7396648044692737,0.2603351955307262,4.076923076923077,0.02491103202846975,0.1812981311757461,0.5712428141253764,0.717766219545579,0.0049474247423982,0.54017000883957,0.4715083798882681,0.823463687150838,41573.0,13.0,461.0,0.0514138817480719,0.0422740524781341,0.0581005586592178,1.130055865921788,1.3743787324214973,11.692307692307692,6.161328588374852,778,686,895,-5.256302521008365,none
219,5_Watanabe08,commons-dbcp-2.5.0,0.0,0.0,0.10909090909090909,0.0,0.0,0.28869808574477995,0.875,0.125,6.0,0.01818181818181818,-0.0467099366496913,-0.01818181818181818,0.6363636363636364,0.0,0.1831568257652691,0.2857142857142857,0.5535714285714286,6117.0,0.0,21.0,0.0566131525192037,0.0566131525192037,0.0178571428571428,0.31542392646453477,0.31542392646453477,176.0,31.89090909090909,128751,128751,56,-inf,none
220,3_Peters15,mahout-0.7,0.6052631578947368,0.1069767441860465,0.24060150375939848,0.1818181818181818,0.6736262142960708,0.673116031192627,0.7523923444976076,0.2476076555023923,5.052631578947368,0.018796992481203006,0.1737874102849522,0.5864661654135338,0.7101141010420788,0.0002902536899011,0.4762578803945801,0.4090909090909091,0.6782296650717703,44533.0,3.0,417.0,0.0312849162011173,0.0322997416020671,0.0454545454545454,1.452922077922077,1.4072727272727295,16.0,7.586466165413534,895,774,836,258.8228571428572,medium
221,5_Watanabe08,commons-digester-1.8,1.0,0.048780487804878,0.5735294117647058,0.09302325581395339,0.5979381443298969,0.5944534637312449,0.44285714285714284,0.5571428571428572,19.5,0.0,0.1442339881184422,1.0,0.5661764705882353,0.0,0.6511800780524066,0.5571428571428572,0.5571428571428572,2315.0,0.0,36.0,0.0336391437308868,0.0336391437308868,0.0285714285714285,0.8493506493506485,0.8493506493506485,79.0,16.470588235294116,327,327,70,inf,extra_large
222,5_Watanabe08,commons-digester-2.0,1.0,0.0,0.04285714285714286,0.0,0.9781021897810218,0.9696954236634338,0.9571428571428572,0.0428571428571428,inf,0.0,0.0,,,,,0.0428571428571428,0.0428571428571428,1816.0,0.0,,0.0374787052810902,0.0374787052810902,0.0,0.0,0.0,,16.614285714285714,4109,4109,70,,none
223,5_Watanabe08,commons-digester-2.1,1.0,0.0,0.09649122807017543,0.0,0.9493087557603688,0.9317703983065613,0.9035087719298246,0.0964912280701754,inf,0.0,0.0,,,,,0.0964912280701754,0.0964912280701754,3225.0,0.0,,0.0554328878558977,0.0554328878558977,0.0,0.0,0.0,,14.666666666666666,8605,8605,114,,none
224,3_Peters15,mahout-0.8,0.6666666666666666,0.0849420849420849,0.27147766323024053,0.15068493150684925,0.6962233169129722,0.6960170788152211,0.7262693156732892,0.2737306843267108,7.181818181818182,0.012600229095074456,0.1638577249856912,0.6540664375715922,0.7515533340275609,0.0,0.4541436348990298,0.3830022075055188,0.565121412803532,54778.0,2.0,383.0,0.0358851674641148,0.0363391655450874,0.0364238410596026,1.0150110375275934,1.0023301447142516,14.272727272727272,7.533791523482245,836,743,906,-471.23529411764684,none
225,5_Watanabe08,commons-digester-3.0,0.1428571428571428,0.0833333333333333,0.07482993197278912,0.1052631578947368,0.24749772520473143,0.3916031737960525,0.8896103896103896,0.1103896103896103,1.5714285714285714,0.04081632653061224,0.0528634566412959,0.10204081632653061,0.2220602526724975,0.003102185384189,0.1622070237454853,0.461038961038961,1.0454545454545454,3675.0,1.0,140.0,0.0516147635524798,0.0516147635524798,0.0454545454545454,0.8806500761808017,0.8806500761808017,34.57142857142857,11.72108843537415,13872,13872,154,1945.0,large
226,5_Watanabe08,commons-digester-3.1,0.1428571428571428,0.0833333333333333,0.07482993197278912,0.1052631578947368,0.24749772520473143,0.3916031737960525,0.8896103896103896,0.1103896103896103,1.5714285714285714,0.04081632653061224,0.0528634566412959,0.10204081632653061,0.227891156462585,0.00243958268077,0.1604004686335073,0.461038961038961,1.0454545454545454,3778.0,1.0,139.0,0.0537285780453913,0.0537285780453913,0.0454545454545454,0.8460031347962386,0.8460031347962386,36.285714285714285,12.346938775510203,15113,15113,154,1833.0,large
227,5_Watanabe08,commons-digester-3.2,0.1,0.0769230769230769,0.08163265306122448,0.08695652173913042,0.18036072144288576,0.36099143587671134,0.8662420382165605,0.1337579617834395,1.2,0.061224489795918366,0.0162761683995589,0.03877551020408163,0.3775510204081632,0.0013245559492002,0.2139410458308098,0.6496815286624203,1.5095541401273886,4092.0,1.0,139.0,0.0554826862539349,0.0554826862539349,0.0636942675159235,1.1480025899323905,1.1480025899323905,28.7,12.346938775510203,15248,15248,157,1939.0,large
228,3_Peters15,mahout-0.9,0.7647058823529411,0.0517928286852589,0.2905982905982906,0.0970149253731342,0.7360163710777625,0.7356038121511994,0.7105263157894737,0.2894736842105263,14.0,0.004884004884004884,0.1459918215756841,0.7598218774689363,0.7197443079796021,7.774350712860784e-05,0.5711037875084506,0.3325358851674641,0.4043062200956938,42736.0,2.0,279.0,0.0253863134657836,0.0286783042394014,0.020334928229665,0.8010193467859364,0.7090701060952777,28.176470588235293,8.078144078144078,906,802,836,2251.155555555556,large
229,5_Watanabe08,commons-io-1.3,0.1666666666666666,0.3333333333333333,0.09523809523809523,0.22222222222222218,0.2814814814814814,0.40690863299613567,0.7407407407407407,0.2592592592592592,0.3333333333333333,0.23809523809523808,0.0944911182523068,-0.07142857142857142,0.8273809523809523,0.0299823633156966,0.5651677359127655,1.9259259259259256,4.703703703703703,1763.0,0.0,16.0,0.0264462809917355,0.0264462809917355,0.2222222222222222,8.40277777777779,8.40277777777779,56.083333333333336,9.88095238095238,605,605,54,-2.4583333333333712,none
230,5_Watanabe08,commons-io-1.4,0.3,0.375,0.08064516129032258,0.33333333333333326,0.45238095238095233,0.5017512458422289,0.8333333333333334,0.1666666666666666,0.5,0.11290322580645161,0.2413837795550025,0.1870967741935484,0.8354838709677419,0.0223765432098765,0.5949753974261925,1.0416666666666667,2.5,2272.0,0.0,19.0,0.0369515011547344,0.0369515011547344,0.1388888888888889,3.758680555555557,3.758680555555557,82.2,6.693548387096774,1732,1732,72,50.666666666666686,small
231,5_Watanabe08,commons-io-2.0,0.25,0.3333333333333333,0.043478260869565216,0.28571428571428575,0.3963963963963964,0.4687795376831565,0.9,0.1,0.5,0.06521739130434782,0.2359202005811389,0.18478260869565216,0.78125,0.0090347826086956,0.5744190831961511,0.64,1.54,2538.0,2.0,22.0,0.053310404127257,0.053310404127257,0.08,1.500645161290325,1.500645161290325,115.75,5.380434782608695,9304,9304,100,87.84444444444443,small
232,5_Watanabe08,commons-io-2.1,0.3333333333333333,0.3333333333333333,0.0425531914893617,0.3333333333333333,0.4945054945054945,0.5276361473660507,0.92,0.08,0.6666666666666666,0.0425531914893617,0.2907801418439716,0.2907801418439716,0.8377659574468085,0.0076765957446808,0.645076788163605,0.44,1.04,2654.0,0.0,20.0,0.0544105523495465,0.0544105523495465,0.06,1.1027272727272743,1.1027272727272743,166.5,5.702127659574468,14556,14556,100,555.6000000000001,medium
233,3_Peters15,manifoldcf-0.2,0.68,0.2023809523809523,0.1642156862745098,0.31192660550458706,0.7498868119785266,0.7456706941595128,0.8267898383371824,0.1732101616628175,2.68,0.0196078431372549,0.3042396826577317,0.6603921568627451,0.8319607843137254,0.0018505493498755,0.5104675675499469,0.3394919168591224,0.6166281755196305,87742.0,8.0,124.0,0.0209302325581395,0.0221130221130221,0.0577367205542725,2.7585322042596907,2.610982807287658,235.48,50.17156862745098,430,407,433,4380.039215686275,large
234,5_Watanabe08,commons-io-2.2,0.25,0.4,0.031914893617021274,0.3076923076923077,0.3973799126637555,0.4691899772825565,0.9117647058823529,0.088235294117647,0.375,0.06382978723404255,0.2715589110273644,0.18617021276595744,0.855718085106383,0.0079807684442154,0.5209474292316582,0.6176470588235294,1.5,2808.0,0.0,37.0,0.0580605655755956,0.0580605655755956,0.0784313725490196,1.350854435734026,1.350854435734026,135.25,7.23404255319149,17964,17964,102,-429.5,none
235,3_Peters15,manifoldcf-0.3,0.6428571428571429,0.24,0.12284482758620689,0.34951456310679613,0.7419485517520762,0.7329402013847384,0.8638211382113821,0.1361788617886178,2.0357142857142856,0.021551724137931036,0.3351606127724005,0.6213054187192119,0.8591825738916257,0.0018193342264733,0.5224281408357616,0.3191056910569105,0.6239837398373984,87122.0,8.0,112.0,0.0209302325581395,0.018041237113402,0.056910569105691,2.7190605239385746,3.1544715447154545,217.0,37.67025862068966,430,388,492,2677.831578947368,large
236,5_Watanabe08,commons-io-2.3,0.25,0.4,0.031578947368421054,0.3076923076923077,0.3974082073434126,0.4692000235885002,0.912621359223301,0.087378640776699,0.375,0.06315789473684211,0.2720215130179518,0.1868421052631579,0.8546052631578948,0.007942858843782,0.5197509512279488,0.6116504854368932,1.4854368932038835,2797.0,0.0,37.0,0.0580605655755956,0.0580605655755956,0.0776699029126213,1.3377393441249568,1.3377393441249568,137.375,6.863157894736842,17964,17964,103,-419.16666666666663,none
237,3_Peters15,manifoldcf-0.4,0.71875,0.2446808510638297,0.14760914760914762,0.365079365079365,0.7798866972666749,0.775400330634817,0.8440545808966862,0.1559454191033138,2.21875,0.018711018711018712,0.3570424175129876,0.7000389812889813,0.8886434511434511,0.0031915781922194,0.5850262642403599,0.3138401559454191,0.5769980506822612,102878.0,15.0,96.0,0.027906976744186,0.0259067357512953,0.0623781676413255,2.235217673814167,2.4077972709551676,193.0,27.602910602910605,430,386,513,1414.503703703704,large
238,5_Watanabe08,commons-io-2.4,0.25,0.4,0.031578947368421054,0.3076923076923077,0.3974082073434126,0.4692000235885002,0.912621359223301,0.087378640776699,0.375,0.06315789473684211,0.2720215130179518,0.1868421052631579,0.8671052631578947,0.0107532829623308,0.5747162197835353,0.6116504854368932,1.4854368932038835,2909.0,1.0,30.0,0.0580605655755956,0.0580605655755956,0.0776699029126213,1.3377393441249568,1.3377393441249568,143.875,7.136842105263158,17964,17964,103,-122.52380952380952,none
